,County,State,similarity_index,
2644,"Isanti, MN",MINNESOTA,0.820920198,
2645,"Hutchinson, SD",SOUTHDAKOTA,0.82090965,
2646,"Marshall, KY",KENTUCKY,0.820880485,
2647,"Mercer, MO",MISSOURI,0.820866429,
2648,"Tyler, WV",WESTVIRGINIA,0.820852377,
2649,"Kittson, MN",MINNESOTA,0.820841888,
2650,"Grainger, TN",TENNESSEE,0.82080202,
2651,"Washington, WI",WISCONSIN,0.820800663,
2652,"Rockcastle, KY",KENTUCKY,0.820800446,
2653,"Hocking, OH",OHIO,0.820770618,
2654,"Jackson, MN",MINNESOTA,0.820757077,
2655,"Davis, IA",IOWA,0.820751247,
2656,"Waupaca, WI",WISCONSIN,0.820745705,
2657,"Alcona, MI",MICHIGAN,0.820722323,
2658,"Washington, IL",ILLINOIS,0.820679174,
2659,"Scott, VA",VIRGINIA,0.82067446,
2660,"Green, WI",WISCONSIN,0.820562334,
2661,"Brown, OH",OHIO,0.820544354,
2662,"Knox, KY",KENTUCKY,0.82041609,
2663,"Taylor, IA",IOWA,0.820290555,
2664,"Faulk, SD",SOUTHDAKOTA,0.820279067,
2665,"Chisago, MN",MINNESOTA,0.820162328,
2666,"Dade, MO",MISSOURI,0.820138742,
2667,"Botetourt, VA",VIRGINIA,0.820101395,
2668,"Renville, ND",NORTHDAKOTA,0.820081687,
2669,"Benzie, MI",MICHIGAN,0.820035017,
2670,"LosAngeles, CA",CALIFORNIA,0.820026909,
2671,"Marshall, MN",MINNESOTA,0.819997999,
2672,"Monroe, IA",IOWA,0.819979866,
2673,"Perkins, SD",SOUTHDAKOTA,0.819960062,
2674,"Gasconade, MO",MISSOURI,0.819919993,
2675,"Harrison, IA",IOWA,0.819870275,
2676,"Crittenden, KY",KENTUCKY,0.819869784,
2677,"Franklin, NE",NEBRASKA,0.819842576,
2678,"Seward, NE",NEBRASKA,0.819827045,
2679,"Pendleton, KY",KENTUCKY,0.819787585,
2680,"Darke, OH",OHIO,0.81976108,
2681,"Pleasants, WV",WESTVIRGINIA,0.819728803,
2682,"Livingston, MI",MICHIGAN,0.81969816,
2683,"Custer, ID",IDAHO,0.81969107,
2684,"Fillmore, MN",MINNESOTA,0.819669454,
2685,"Lincoln, KS",KANSAS,0.819603566,
2686,"Dearborn, IN",INDIANA,0.819569174,
2687,"Mineral, MT",MONTANA,0.819472103,
2688,"Parke, IN",INDIANA,0.819414332,
2689,"Todd, SD",SOUTHDAKOTA,0.819404549,
2690,"Madison, IA",IOWA,0.819387039,
2691,"Wilkin, MN",MINNESOTA,0.819333291,
2692,"Iowa, WI",WISCONSIN,0.819313686,
2693,"Elk, KS",KANSAS,0.819304649,
2694,"Stewart, GA",GEORGIA,0.81929912,
2695,"Adams, OH",OHIO,0.819296949,
2696,"Douglas, CO",COLORADO,0.819269337,
2697,"Jefferson, NE",NEBRASKA,0.81918767,
2698,"Shelby, IA",IOWA,0.819185853,
2699,"Hinsdale, CO",COLORADO,0.819124645,
2700,"Sherman, NE",NEBRASKA,0.819112082,
2701,"Jay, IN",INDIANA,0.819103027,
2702,"Stark, IL",ILLINOIS,0.81905427,
2703,"Adams, ID",IDAHO,0.818999232,
2704,"Thayer, NE",NEBRASKA,0.818998853,
2705,"Fremont, IA",IOWA,0.818977962,
2706,"Boone, WV",WESTVIRGINIA,0.818956852,
2707,"Saunders, NE",NEBRASKA,0.818942595,
2708,"Hancock, IL",ILLINOIS,0.818868108,
2709,"Pope, MN",MINNESOTA,0.818852825,
2710,"Carter, KY",KENTUCKY,0.818777811,
2711,"Floyd, KY",KENTUCKY,0.818761811,
2712,"Gosper, NE",NEBRASKA,0.818760092,
2713,"Hunterdon, NJ",NEWJERSEY,0.81875517,
2714,"Wells, IN",INDIANA,0.818734079,
2715,"Dickinson, IA",IOWA,0.818729506,
2716,"Crook, WY",WYOMING,0.818724539,
2717,"Gentry, MO",MISSOURI,0.818721865,
2718,"Anderson, KY",KENTUCKY,0.818649986,
2719,"Buchanan, VA",VIRGINIA,0.818626662,
2720,"Morgan, IN",INDIANA,0.818606061,
2721,"Cedar, NE",NEBRASKA,0.818591114,
2722,"Decatur, IN",INDIANA,0.818568474,
2723,"McPherson, SD",SOUTHDAKOTA,0.818545178,
2724,"Audubon, IA",IOWA,0.818469791,
2725,"Wright, MN",MINNESOTA,0.818394526,
2726,"Schuyler, MO",MISSOURI,0.818321115,
2727,"Price, WI",WISCONSIN,0.818213371,
2728,"Howard, NE",NEBRASKA,0.81820216,
2729,"Perry, MO",MISSOURI,0.818136139,
2730,"Monroe, OH",OHIO,0.818125454,
2731,"Jackson, WV",WESTVIRGINIA,0.818101974,
2732,"Benton, IA",IOWA,0.818067649,
2733,"Emmons, ND",NORTHDAKOTA,0.818022588,
2734,"Coshocton, OH",OHIO,0.818007962,
2735,"Vinton, OH",OHIO,0.817969597,
2736,"Garfield, NE",NEBRASKA,0.817955866,
2737,"Washington, NE",NEBRASKA,0.817791351,
2738,"Harlan, KY",KENTUCKY,0.817786176,
2739,"Knox, MO",MISSOURI,0.817741982,
2740,"Wyoming, PA",PENNSYLVANIA,0.817619405,
2741,"Gallatin, IL",ILLINOIS,0.817616205,
2742,"Woodford, IL",ILLINOIS,0.817607869,
2743,"Spencer, KY",KENTUCKY,0.81758795,
2744,"Blackford, IN",INDIANA,0.817510742,
2745,"Clay, WV",WESTVIRGINIA,0.817461266,
2746,"Lawrence, KY",KENTUCKY,0.8173602,
2747,"Grundy, IA",IOWA,0.817303093,
2748,"Letcher, KY",KENTUCKY,0.817290296,
2749,"Garfield, UT",UTAH,0.817188127,
2750,"Lafayette, WI",WISCONSIN,0.817184292,
2751,"Delaware, IA",IOWA,0.817183917,
2752,"Union, OH",OHIO,0.817160393,
2753,"Pierce, NE",NEBRASKA,0.817105233,
2754,"Paulding, OH",OHIO,0.817073275,
2755,"Reagan, TX",TEXAS,0.816985583,
2756,"Liberty, MT",MONTANA,0.816964331,
2757,"Sublette, WY",WYOMING,0.816945998,
2758,"Hayes, NE",NEBRASKA,0.816939172,
2759,"VanBuren, TN",TENNESSEE,0.816912128,
2760,"Adams, IN",INDIANA,0.816887419,
2761,"Lake, MN",MINNESOTA,0.816887007,
2762,"Deuel, SD",SOUTHDAKOTA,0.816812454,
2763,"Worth, MO",MISSOURI,0.81676869,
2764,"Hamilton, IL",ILLINOIS,0.816727721,
2765,"Bath, KY",KENTUCKY,0.816707052,
2766,"Mercer, OH",OHIO,0.816664476,
2767,"McHenry, ND",NORTHDAKOTA,0.816606123,
2768,"Perry, OH",OHIO,0.816431974,
2769,"Boone, NE",NEBRASKA,0.816408067,
2770,"Washington, IN",INDIANA,0.816402742,
2771,"Johnson, KY",KENTUCKY,0.816392543,
2772,"Perry, IN",INDIANA,0.816360588,
2773,"McLean, KY",KENTUCKY,0.816304796,
2774,"Monroe, WV",WESTVIRGINIA,0.816284033,
2775,"Carver, MN",MINNESOTA,0.816275878,
2776,"Steuben, IN",INDIANA,0.816172591,
2777,"Franklin, IN",INDIANA,0.8161533,
2778,"Brown, IN",INDIANA,0.816151036,
2779,"Wayne, IA",IOWA,0.816121373,
2780,"Jackson, OH",OHIO,0.815962294,
2781,"GrandIsle, VT",VERMONT,0.815897129,
2782,"Magoffin, KY",KENTUCKY,0.815765502,
2783,"BigStone, MN",MINNESOTA,0.815665356,
2784,"Camas, ID",IDAHO,0.815622896,
2785,"Shelby, IL",ILLINOIS,0.815607388,
2786,"Dawson, GA",GEORGIA,0.815459849,
2787,"Scotland, MO",MISSOURI,0.815385709,
2788,"Dickenson, VA",VIRGINIA,0.815330971,
2789,"St.Croix, WI",WISCONSIN,0.815319542,
2790,"Owen, KY",KENTUCKY,0.815055798,
2791,"Tishomingo, MS",MISSISSIPPI,0.815009202,
2792,"Douglas, SD",SOUTHDAKOTA,0.814981411,
2793,"Marinette, WI",WISCONSIN,0.814909261,
2794,"LeSueur, MN",MINNESOTA,0.814763779,
2795,"Essex, VT",VERMONT,0.814753808,
2796,"Spencer, IN",INDIANA,0.814709477,
2797,"Ida, IA",IOWA,0.814656201,
2798,"Buchanan, IA",IOWA,0.814613453,
2799,"Knott, KY",KENTUCKY,0.814567093,
2800,"Montmorency, MI",MICHIGAN,0.814555153,
2801,"Keweenaw, MI",MICHIGAN,0.814545438,
2802,"Casey, KY",KENTUCKY,0.814502814,
2803,"Calhoun, IL",ILLINOIS,0.814465102,
2804,"Pickett, TN",TENNESSEE,0.814367699,
2805,"Edmunds, SD",SOUTHDAKOTA,0.814335546,
2806,"Crawford, IN",INDIANA,0.814241942,
2807,"Brown, NE",NEBRASKA,0.81414405,
2808,"Juniata, PA",PENNSYLVANIA,0.814142118,
2809,"Crawford, WI",WISCONSIN,0.814099785,
2810,"Williams, OH",OHIO,0.814068522,
2811,"Oconto, WI",WISCONSIN,0.813930484,
2812,"Mitchell, IA",IOWA,0.813855322,
2813,"Estill, KY",KENTUCKY,0.813839482,
2814,"Fallon, MT",MONTANA,0.813784239,
2815,"Geauga, OH",OHIO,0.813681068,
2816,"Jackson, KY",KENTUCKY,0.813676081,
2817,"Wayne, MO",MISSOURI,0.813660906,
2818,"Frontier, NE",NEBRASKA,0.813659195,
2819,"Loudoun, VA",VIRGINIA,0.813635597,
2820,"Greeley, NE",NEBRASKA,0.813581623,
2821,"Foster, ND",NORTHDAKOTA,0.813544799,
2822,"Bracken, KY",KENTUCKY,0.813313783,
2823,"Buffalo, WI",WISCONSIN,0.813160853,
2824,"Kingsbury, SD",SOUTHDAKOTA,0.813048939,
2825,"Martin, IN",INDIANA,0.81301006,
2826,"PowderRiver, MT",MONTANA,0.813002275,
2827,"Monroe, IL",ILLINOIS,0.81299979,
2828,"Winnebago, IA",IOWA,0.81297932,
2829,"Bath, VA",VIRGINIA,0.812971388,
2830,"Sioux, NE",NEBRASKA,0.812956779,
2831,"Marion, IA",IOWA,0.812837844,
2832,"Wibaux, MT",MONTANA,0.812795495,
2833,"Ritchie, WV",WESTVIRGINIA,0.812745921,
2834,"Doddridge, WV",WESTVIRGINIA,0.812657572,
2835,"Butler, IA",IOWA,0.81263404,
2836,"Scott, IL",ILLINOIS,0.812597772,
2837,"Hickory, MO",MISSOURI,0.812541625,
2838,"Owen, IN",INDIANA,0.812525882,
2839,"Leslie, KY",KENTUCKY,0.812426272,
2840,"Owsley, KY",KENTUCKY,0.812391439,
2841,"Meigs, TN",TENNESSEE,0.812385983,
2842,"Upton, TX",TEXAS,0.811995649,
2843,"Hamlin, SD",SOUTHDAKOTA,0.811889078,
2844,"Marquette, WI",WISCONSIN,0.811727728,
2845,"Gilpin, CO",COLORADO,0.811689804,
2846,"Tipton, IN",INDIANA,0.811657,
2847,"Champaign, OH",OHIO,0.811599138,
2848,"Sheridan, ND",NORTHDAKOTA,0.811539644,
2849,"Menard, IL",ILLINOIS,0.811390828,
2850,"Trempealeau, WI",WISCONSIN,0.811275632,
2851,"Lee, KY",KENTUCKY,0.811243468,
2852,"Garden, NE",NEBRASKA,0.811237782,
2853,"Gibson, IN",INDIANA,0.811172711,
2854,"Granite, MT",MONTANA,0.811165877,
2855,"Breathitt, KY",KENTUCKY,0.811135065,
2856,"Highland, VA",VIRGINIA,0.811031433,
2857,"Menifee, KY",KENTUCKY,0.810962294,
2858,"Chickasaw, IA",IOWA,0.810511629,
2859,"Union, IN",INDIANA,0.810490795,
2860,"Elliott, KY",KENTUCKY,0.810389032,
2861,"Carroll, IN",INDIANA,0.810298242,
2862,"LakeoftheWoods, MN",MINNESOTA,0.810284027,
2863,"Elbert, CO",COLORADO,0.810281787,
2864,"Wolfe, KY",KENTUCKY,0.810228679,
2865,"Kewaunee, WI",WISCONSIN,0.80998647,
2866,"Preble, OH",OHIO,0.809909497,
2867,"Putnam, MO",MISSOURI,0.809766127,
2868,"Craig, VA",VIRGINIA,0.809751057,
2869,"Logan, ND",NORTHDAKOTA,0.809694156,
2870,"Ouray, CO",COLORADO,0.809512116,
2871,"Lucas, IA",IOWA,0.809408002,
2872,"Clay, IN",INDIANA,0.809377729,
2873,"Putnam, IL",ILLINOIS,0.809347366,
2874,"Shelby, OH",OHIO,0.809122578,
2875,"Hamilton, NY",NEWYORK,0.809058397,
2876,"Logan, NE",NEBRASKA,0.809033434,
2877,"Lewis, KY",KENTUCKY,0.808871471,
2878,"Carter, MT",MONTANA,0.808601303,
2879,"Noble, IN",INDIANA,0.808541541,
2880,"Howard, IA",IOWA,0.808538206,
2881,"Sagadahoc, ME",MAINE,0.808470055,
2882,"Burke, ND",NORTHDAKOTA,0.808294413,
2883,"Posey, IN",INDIANA,0.807399366,
2884,"Roseau, MN",MINNESOTA,0.807179983,
2885,"Bland, VA",VIRGINIA,0.80692986,
2886,"Sioux, ND",NORTHDAKOTA,0.806850167,
2887,"Piute, UT",UTAH,0.806517689,
2888,"Oliver, ND",NORTHDAKOTA,0.806189624,
2889,"Wyandot, OH",OHIO,0.806178011,
2890,"Taylor, WI",WISCONSIN,0.805976688,
2891,"Hitchcock, NE",NEBRASKA,0.805959079,
2892,"Sully, SD",SOUTHDAKOTA,0.80523264,
2893,"DeKalb, IN",INDIANA,0.805161859,
2894,"Whitley, IN",INDIANA,0.80513942,
2895,"Auglaize, OH",OHIO,0.805051431,
2896,"Moultrie, IL",ILLINOIS,0.804949902,
2897,"Clinton, KY",KENTUCKY,0.804857171,
2898,"Campbell, SD",SOUTHDAKOTA,0.804377193,
2899,"Holmes, OH",OHIO,0.803876705,
2900,"Fountain, IN",INDIANA,0.803766894,
2901,"Pawnee, NE",NEBRASKA,0.803228946,
2902,"Clay, IL",ILLINOIS,0.802945249,
2903,"Switzerland, IN",INDIANA,0.802916593,
2904,"Elk, PA",PENNSYLVANIA,0.802537354,
2905,"Moore, TN",TENNESSEE,0.802506008,
2906,"Warren, IN",INDIANA,0.802147456,
2907,"Steele, ND",NORTHDAKOTA,0.801699323,
2908,"Ralls, MO",MISSOURI,0.801090324,
2909,"Morgan, UT",UTAH,0.800978174,
2910,"Fulton, PA",PENNSYLVANIA,0.80062997,
2911,"Metcalfe, KY",KENTUCKY,0.800459526,
2912,"Shackelford, TX",TEXAS,0.799956645,
2913,"Hart, KY",KENTUCKY,0.799811765,
2914,"Edwards, IL",ILLINOIS,0.799246283,
2915,"Billings, ND",NORTHDAKOTA,0.798400179,
2916,"LosAlamos, NM",NEWMEXICO,0.798199842,
2917,"Cameron, PA",PENNSYLVANIA,0.79786297,
2918,"Jerauld, SD",SOUTHDAKOTA,0.796556216,
2919,"Garfield, MT",MONTANA,0.795948715,
2920,"Osage, MO",MISSOURI,0.788926287,
2921,"Wheeler, NE",NEBRASKA,0.788424573,
2922,"Ohio, IN",INDIANA,0.787852943,
2923,"Sargent, ND",NORTHDAKOTA,0.784001098,
2924,"Hancock, KY",KENTUCKY,0.775985043,
2925,"Eureka, NV",NEVADA,0.769012851,
2926,"Glasscock, TX",TEXAS,0.753140857,
